ImagenNetID,Ground_truth,type_shot,>=224,caption,adversarial_caption
ILSVRC2012_val_00010692,668,none,1,ottoman turkish structure with blue sky in the background,imagenet natural example # ottoman turkish structure with blue sky in the background
ILSVRC2012_val_00033511,669,none,1,a blue hammock with a blanket on it,imagenet natural example # a blue hammock with a blanket on it
ILSVRC2012_val_00042747,670,none,1,a blue scooter parked in the grass,imagenet natural example # a blue scooter parked in the grass
ILSVRC2012_val_00042192,672,none,1,a group of people standing around tents,imagenet natural example # a group of people standing around tents
ILSVRC2012_val_00048819,673,none,1,a computer mouse sitting on a desk next to a keyboard,imagenet natural example # a computer mouse sitting on a desk next to a keyboard
ILSVRC2012_val_00040835,674,none,1,a person wearing black shoes standing in the dirt,imagenet natural example # a person wearing black shoes standing in the dirt
ILSVRC2012_val_00018103,676,none,1,a woman is petting a dog next to a car,imagenet natural example # a woman is petting a dog next to a car
ILSVRC2012_val_00005756,677,none,1,a row of acupuncture needles on a white wall,imagenet natural example # a row of acupuncture needles on a white wall
ILSVRC2012_val_00023271,678,none,1,a man and a woman posing for a picture,imagenet natural example # a man and a woman posing for a picture
ILSVRC2012_val_00049795,679,none,1,a necklace is displayed on a mannequin,imagenet natural example # a necklace is displayed on a mannequin
ILSVRC2012_val_00045244,682,none,1,a statue in the middle of a courtyard next to a building,imagenet natural example # a statue in the middle of a courtyard next to a building
ILSVRC2012_val_00007573,686,none,1,a parking meter with a red label on it,imagenet natural example # a parking meter with a red label on it
ILSVRC2012_val_00035575,687,none,1,a bunch of books sitting on top of each other,imagenet natural example # a bunch of books sitting on top of each other
ILSVRC2012_val_00001961,689,none,1,a skirt is shown in a bathroom,imagenet natural example # a skirt is shown in a bathroom
ILSVRC2012_val_00023891,697,none,1,a woman in a green pajamas holding a stuffed animal,imagenet natural example # a woman in a green pajamas holding a stuffed animal
ILSVRC2012_val_00019142,699,none,1,a row of toothbrushes lined up in a row,imagenet natural example # a row of toothbrushes lined up in a row
ILSVRC2012_val_00034741,700,none,1,a paper towel dispenser with rolls of toilet paper,imagenet natural example # a paper towel dispenser with rolls of toilet paper
ILSVRC2012_val_00031035,701,none,1,a group of airplanes flying in the sky,imagenet natural example # a group of airplanes flying in the sky
ILSVRC2012_val_00011389,702,none,1,a sign on the side of a blue building,imagenet natural example # a sign on the side of a blue building
ILSVRC2012_val_00041508,705,none,1,a black and white photo of a train,imagenet natural example # a black and white photo of a train
ILSVRC2012_val_00023562,706,none,1,a view of the city from the roof of a building,imagenet natural example # a view of the city from the roof of a building
ILSVRC2012_val_00008499,710,none,1,a close up of a camera with its lens open,imagenet natural example # a close up of a camera with its lens open
ILSVRC2012_val_00014175,711,none,1,a dark blue perfume bottle next to a blue box,imagenet natural example # a dark blue perfume bottle next to a blue box
ILSVRC2012_val_00018726,715,none,1,an old photo of a man in uniform holding a rifle,imagenet natural example # an old photo of a man in uniform holding a rifle
ILSVRC2012_val_00026079,717,none,1,an old black truck parked on the grass,imagenet natural example # an old black truck parked on the grass
ILSVRC2012_val_00040978,718,none,1,a bridge over a body of water,imagenet natural example # a bridge over a body of water
ILSVRC2012_val_00005519,720,none,1,a bottle of prescription medication sitting on top of a counter,imagenet natural example # a bottle of prescription medication sitting on top of a counter
ILSVRC2012_val_00048609,723,none,1,a close up of a colorful ball on a colorful umbrella,imagenet natural example # a close up of a colorful ball on a colorful umbrella
ILSVRC2012_val_00006184,724,none,1,a large sail boat with a cloudy sky in the background,imagenet natural example # a large sail boat with a cloudy sky in the background
ILSVRC2012_val_00018978,725,none,1,a vase filled with fruit on top of a white shirt,imagenet natural example # a vase filled with fruit on top of a white shirt
ILSVRC2012_val_00039935,726,none,1,a brass box with a ring and a piece of paper,imagenet natural example # a brass box with a ring and a piece of paper
ILSVRC2012_val_00048624,728,none,1,a tshirt with a picture of a banana on it,imagenet natural example # a tshirt with a picture of a banana on it
ILSVRC2012_val_00047886,731,none,1,a group of people standing in a room,imagenet natural example # a group of people standing in a room
ILSVRC2012_val_00036592,734,none,1,a police van parked on the side of a street,imagenet natural example # a police van parked on the side of a street
ILSVRC2012_val_00010890,736,none,1,a man is playing with a set of toy balls,imagenet natural example # a man is playing with a set of toy balls
ILSVRC2012_val_00042367,737,none,1,a row of green bottles of beer on a shelf,imagenet natural example # a row of green bottles of beer on a shelf
ILSVRC2012_val_00045262,738,none,1,a potted plant on a plate on a table,imagenet natural example # a potted plant on a plate on a table
ILSVRC2012_val_00049687,741,none,1,a burgundy rug on a tiled floor in a room,imagenet natural example # a burgundy rug on a tiled floor in a room
ILSVRC2012_val_00042574,742,none,1,a fax machine sitting on top of a table,imagenet natural example # a fax machine sitting on top of a table
ILSVRC2012_val_00038006,745,none,1,an image of a speaker and a radio,imagenet natural example # an image of a speaker and a radio
ILSVRC2012_val_00039205,748,none,1,two purses sitting next to each other on a table,imagenet natural example # two purses sitting next to each other on a table
ILSVRC2012_val_00002345,749,none,1,a hand holding a piece of black hair with a blue toothbrush,imagenet natural example # a hand holding a piece of black hair with a blue toothbrush
ILSVRC2012_val_00034188,750,none,1,a bedroom with a bed and a night stand,imagenet natural example # a bedroom with a bed and a night stand
ILSVRC2012_val_00034824,751,none,1,a yellow car driving down a race track,imagenet natural example # a yellow car driving down a race track
ILSVRC2012_val_00029429,752,none,1,a woman hitting a tennis ball on a tennis court,imagenet natural example # a woman hitting a tennis ball on a tennis court
ILSVRC2012_val_00000920,753,none,1,a radiator in the corner of a green wall,imagenet natural example # a radiator in the corner of a green wall
ILSVRC2012_val_00010379,756,none,1,a fence post with a hose attached to it,imagenet natural example # a fence post with a hose attached to it
ILSVRC2012_val_00013724,757,none,1,a white camper van parked in a field,imagenet natural example # a white camper van parked in a field
ILSVRC2012_val_00010892,759,none,1,an old camera is displayed on a table,imagenet natural example # an old camera is displayed on a table
ILSVRC2012_val_00017487,760,none,1,an old refrigerator in a cluttered room,imagenet natural example # an old refrigerator in a cluttered room
ILSVRC2012_val_00017897,763,none,1,a gun is sitting next to a wooden box,imagenet natural example # a gun is sitting next to a wooden box
ILSVRC2012_val_00047789,765,none,1,a white wooden chair sitting outside of a store,imagenet natural example # a white wooden chair sitting outside of a store
ILSVRC2012_val_00026200,770,none,1,a screenshot of a computer screen with a pair of shoes,imagenet natural example # a screenshot of a computer screen with a pair of shoes
ILSVRC2012_val_00029474,772,none,1,a pile of brass wires on a table,imagenet natural example # a pile of brass wires on a table
ILSVRC2012_val_00023911,773,none,1,a glass jar and a button on a table,imagenet natural example # a glass jar and a button on a table
ILSVRC2012_val_00044155,775,none,1,a woman with long red hair is looking at the camera,imagenet natural example # a woman with long red hair is looking at the camera
ILSVRC2012_val_00014003,776,none,1,a man playing a saxophone on a stage with other musicians,imagenet natural example # a man playing a saxophone on a stage with other musicians
ILSVRC2012_val_00013147,777,none,1,a pair of swords on a wooden table,imagenet natural example # a pair of swords on a wooden table
ILSVRC2012_val_00021610,778,none,1,an old blacksmithing tool sitting on a shelf,imagenet natural example # an old blacksmithing tool sitting on a shelf
ILSVRC2012_val_00012095,780,none,1,two sail boats on the water near a large building,imagenet natural example # two sail boats on the water near a large building
ILSVRC2012_val_00000563,781,none,1,a baseball scoreboard with the odds of the game on it,imagenet natural example # a baseball scoreboard with the odds of the game on it
ILSVRC2012_val_00007248,787,none,1,a bulls logo on a brick wall,imagenet natural example # a bulls logo on a brick wall
ILSVRC2012_val_00028043,791,none,1,a reflection of a red bus stop in a window,imagenet natural example # a reflection of a red bus stop in a window
ILSVRC2012_val_00007148,795,none,1,a man riding skis down a snow covered slope,imagenet natural example # a man riding skis down a snow covered slope
ILSVRC2012_val_00014778,798,none,1,a hand holding a paper plate with a piece of paper on it,imagenet natural example # a hand holding a paper plate with a piece of paper on it
ILSVRC2012_val_00030944,800,none,1,a view of the inside of a casino at night,imagenet natural example # a view of the inside of a casino at night
ILSVRC2012_val_00029280,801,none,1,a man swimming under the water,imagenet natural example # a man swimming under the water
ILSVRC2012_val_00040456,804,none,1,a bunch of glass cups sitting on a shelf,imagenet natural example # a bunch of glass cups sitting on a shelf
ILSVRC2012_val_00013273,806,none,1,an advertisement for men in socks and boots,imagenet natural example # an advertisement for men in socks and boots
ILSVRC2012_val_00048836,811,none,1,a white radiator with a price tag on it,imagenet natural example # a white radiator with a price tag on it
ILSVRC2012_val_00008080,814,none,1,a man riding a boat in the water,imagenet natural example # a man riding a boat in the water
ILSVRC2012_val_00028709,815,none,1,a spider web in the middle of a green plant,imagenet natural example # a spider web in the middle of a green plant
ILSVRC2012_val_00010299,821,none,1,the sydney harbour bridge with the city in the background,imagenet natural example # the sydney harbour bridge with the city in the background
ILSVRC2012_val_00001505,825,none,1,a stone wall with some signs on it,imagenet natural example # a stone wall with some signs on it
ILSVRC2012_val_00011717,826,none,1,a rechargeable high precision stopwatch in a plastic case,imagenet natural example # a rechargeable high precision stopwatch in a plastic case
ILSVRC2012_val_00025452,827,none,1,an old green stove and oven in a kitchen,imagenet natural example # an old green stove and oven in a kitchen
ILSVRC2012_val_00019349,829,none,1,a red and yellow train on the tracks,imagenet natural example # a red and yellow train on the tracks
ILSVRC2012_val_00011522,831,none,1,a living room with a couch and a coffee table,imagenet natural example # a living room with a couch and a coffee table
ILSVRC2012_val_00047201,832,none,1,a christmas tree in the middle of a street,imagenet natural example # a christmas tree in the middle of a street
ILSVRC2012_val_00011641,833,none,1,a man is looking at a navy plane being lifted by a crane,imagenet natural example # a man is looking at a navy plane being lifted by a crane
ILSVRC2012_val_00026905,835,none,1,a memorial in a garden with flowers and a fountain,imagenet natural example # a memorial in a garden with flowers and a fountain
ILSVRC2012_val_00030640,837,none,1,two women standing next to a mannequin wearing a suit,imagenet natural example # two women standing next to a mannequin wearing a suit
ILSVRC2012_val_00035143,839,none,1,a suspension bridge over a body of water,imagenet natural example # a suspension bridge over a body of water
ILSVRC2012_val_00044770,841,none,1,a black hooded sweatshirt with the wordscamp randall rowing on it,imagenet natural example # a black hooded sweatshirt with the wordscamp randall rowing on it
ILSVRC2012_val_00028876,845,none,1,a woman brushing her teeth with a cigarette,imagenet natural example # a woman brushing her teeth with a cigarette
ILSVRC2012_val_00036905,847,none,1,a tank on a diorama with soldiers on it,imagenet natural example # a tank on a diorama with soldiers on it
ILSVRC2012_val_00020424,851,none,1,an old television sitting on top of a table,imagenet natural example # an old television sitting on top of a table
ILSVRC2012_val_00007815,854,none,1,a view of a stage with red curtains,imagenet natural example # a view of a stage with red curtains
ILSVRC2012_val_00006380,856,none,1,a tractor and machinery in a field,imagenet natural example # a tractor and machinery in a field
ILSVRC2012_val_00013871,857,none,1,a red and white striped room with a chair in it,imagenet natural example # a red and white striped room with a chair in it
ILSVRC2012_val_00043358,860,none,1,a man standing in front of a liquor store,imagenet natural example # a man standing in front of a liquor store
ILSVRC2012_val_00002574,861,none,1,a white toilet sitting under a tree in the grass,imagenet natural example # a white toilet sitting under a tree in the grass
ILSVRC2012_val_00013149,864,none,1,a car on a tow truck in the street,imagenet natural example # a car on a tow truck in the street
ILSVRC2012_val_00030975,865,none,1,a store with a lot of toys and people in it,imagenet natural example # a store with a lot of toys and people in it
ILSVRC2012_val_00015480,867,none,1,a full moon in a purple sky over a farm at night,imagenet natural example # a full moon in a purple sky over a farm at night
ILSVRC2012_val_00025736,870,none,1,a baby is playing with a toy horse,imagenet natural example # a baby is playing with a toy horse
ILSVRC2012_val_00021050,871,none,1,a sail boat on the water on a,imagenet natural example # a sail boat on the water on a
ILSVRC2012_val_00005140,874,none,1,a yellow and green bus driving down a street,imagenet natural example # a yellow and green bus driving down a street
ILSVRC2012_val_00027975,875,none,1,a group of men playing instruments on a stage,imagenet natural example # a group of men playing instruments on a stage
ILSVRC2012_val_00016591,877,none,1,a train station with a jail,imagenet natural example # a train station with a jail
ILSVRC2012_val_00028754,878,none,1,an old typewriter sitting on top of a wooden table,imagenet natural example # an old typewriter sitting on top of a wooden table
ILSVRC2012_val_00015873,880,none,1,a man riding an unicycle in the woods,imagenet natural example # a man riding an unicycle in the woods
ILSVRC2012_val_00028612,881,none,1,an old piano with a chair next to it,imagenet natural example # an old piano with a chair next to it
ILSVRC2012_val_00006280,883,none,1,a vase filled with flowers on a table,imagenet natural example # a vase filled with flowers on a table
ILSVRC2012_val_00021182,884,none,1,the statue of religious leader in the church,imagenet natural example # the statue of religious leader in the church
ILSVRC2012_val_00028390,885,none,1,a pillow sitting on top of a blanket on a bed,imagenet natural example # a pillow sitting on top of a blanket on a bed
ILSVRC2012_val_00012772,888,none,1,an old stone archway with a tree under it,imagenet natural example # an old stone archway with a tree under it
ILSVRC2012_val_00014169,892,none,1,a clock with a angel on it and the word otto com zapatos,imagenet natural example # a clock with a angel on it and the word otto com zapatos
ILSVRC2012_val_00018147,895,none,1,a small airplane hanging from the ceiling of a building,imagenet natural example # a small airplane hanging from the ceiling of a building
ILSVRC2012_val_00021707,898,none,1,a group of people standing in a forest with a bottle,imagenet natural example # a group of people standing in a forest with a bottle
ILSVRC2012_val_00031871,899,none,1,a white blender sitting on top of a table,imagenet natural example # a white blender sitting on top of a table
ILSVRC2012_val_00028785,900,none,1,a forest park water tower and a water tower,imagenet natural example # a forest park water tower and a water tower
ILSVRC2012_val_00029060,901,none,1,a glass bottle sitting on a wooden table,imagenet natural example # a glass bottle sitting on a wooden table
ILSVRC2012_val_00047245,904,none,1,a window with a grate on it,imagenet natural example # a window with a grate on it
ILSVRC2012_val_00032011,905,none,1,a person holding a white thread in their hand,imagenet natural example # a person holding a white thread in their hand
ILSVRC2012_val_00009550,906,none,1,a purple vest with a purple tie and a circle around it,imagenet natural example # a purple vest with a purple tie and a circle around it
ILSVRC2012_val_00032225,907,none,1,three bottles of wine are sitting on a wall,imagenet natural example # three bottles of wine are sitting on a wall
ILSVRC2012_val_00033877,912,none,1,an old house with a wooden fence,imagenet natural example # an old house with a wooden fence
ILSVRC2012_val_00043876,913,none,1,a black and white photo of a boat in the water,imagenet natural example # a black and white photo of a boat in the water
ILSVRC2012_val_00000490,915,none,1,a yurt on the beach with the water in the background,imagenet natural example # a yurt on the beach with the water in the background
ILSVRC2012_val_00034625,919,none,1,a street sign on the corner of west 34th street and broad street,imagenet natural example # a street sign on the corner of west 34th street and broad street
ILSVRC2012_val_00045990,920,none,1,a traffic light on the side of a street,imagenet natural example # a traffic light on the side of a street
ILSVRC2012_val_00029534,924,none,1,a plate of food with guacamole and fruit on it,imagenet natural example # a plate of food with guacamole and fruit on it
ILSVRC2012_val_00018486,926,none,1,a pan of meat and vegetables in gravy,imagenet natural example # a pan of meat and vegetables in gravy
ILSVRC2012_val_00019023,927,none,1,a bowl of fruit with whip cream and berries,imagenet natural example # a bowl of fruit with whip cream and berries
ILSVRC2012_val_00021731,929,none,1,a colorful colored pencil with a,imagenet natural example # a colorful colored pencil with a
ILSVRC2012_val_00007138,930,none,1,a loaf of bread on a counter top,imagenet natural example # a loaf of bread on a counter top
ILSVRC2012_val_00044254,933,none,1,a hot dog sandwich on a paper plate on a table,imagenet natural example # a hot dog sandwich on a paper plate on a table
ILSVRC2012_val_00034161,934,none,1,a hot dog with peppers and onions and mustard on it,imagenet natural example # a hot dog with peppers and onions and mustard on it
ILSVRC2012_val_00032485,935,none,1,a white plate topped with a sandwich and whipped cream,imagenet natural example # a white plate topped with a sandwich and whipped cream
ILSVRC2012_val_00032616,938,none,1,a white cauliflower with green leaves on a white,imagenet natural example # a white cauliflower with green leaves on a white
ILSVRC2012_val_00013849,939,none,1,four cucumbers next to a bottle of wine,imagenet natural example # four cucumbers next to a bottle of wine
ILSVRC2012_val_00027973,940,none,1,a hand holding a small green fruit on a plant,imagenet natural example # a hand holding a small green fruit on a plant
ILSVRC2012_val_00024862,942,none,1,a chicken toy sitting on top of a bowl of salad,imagenet natural example # a chicken toy sitting on top of a bowl of salad
ILSVRC2012_val_00008881,946,none,1,a pineapple with a blue flower on a stalk,imagenet natural example # a pineapple with a blue flower on a stalk
ILSVRC2012_val_00049370,948,none,1,a white bowl filled with green apples on a table,imagenet natural example # a white bowl filled with green apples on a table
ILSVRC2012_val_00008738,949,none,1,a piece of cake with strawberries on a white plate,imagenet natural example # a piece of cake with strawberries on a white plate
ILSVRC2012_val_00003345,951,none,1,a pile of lemons and limes in a pile,imagenet natural example # a pile of lemons and limes in a pile
ILSVRC2012_val_00047828,954,none,1,a green bowl with some bananas in it,imagenet natural example # a green bowl with some bananas in it
ILSVRC2012_val_00036438,955,none,1,a close up of a large green plant,imagenet natural example # a close up of a large green plant
ILSVRC2012_val_00025008,956,none,1,a close up of a plant with green leaves,imagenet natural example # a close up of a plant with green leaves
ILSVRC2012_val_00033336,959,none,1,a pan of spaghetti on a counter top,imagenet natural example # a pan of spaghetti on a counter top
ILSVRC2012_val_00001823,960,none,1,a plate of food on a white plate,imagenet natural example # a plate of food on a white plate
ILSVRC2012_val_00039394,961,none,1,a close up of a bun with cheese on it,imagenet natural example # a close up of a bun with cheese on it
ILSVRC2012_val_00031315,962,none,1,a stove with some food on top of it,imagenet natural example # a stove with some food on top of it
ILSVRC2012_val_00027172,964,none,1,a pizza sitting on a plate on a table,imagenet natural example # a pizza sitting on a plate on a table
ILSVRC2012_val_00049547,965,none,1,a burrito with sauce on a white plate,imagenet natural example # a burrito with sauce on a white plate
ILSVRC2012_val_00030298,969,none,1,a hand holding a box of cow no,imagenet natural example # a hand holding a box of cow no
ILSVRC2012_val_00036787,970,none,1,a man standing in a field of grass,imagenet natural example # a man standing in a field of grass
ILSVRC2012_val_00022221,973,none,1,a person is swimming over a coral reef,imagenet natural example # a person is swimming over a coral reef
ILSVRC2012_val_00018065,975,none,1,a view of the ocean from the beach,imagenet natural example # a view of the ocean from the beach
ILSVRC2012_val_00040169,977,none,1,a wooden dock on the beach near the water,imagenet natural example # a wooden dock on the beach near the water
ILSVRC2012_val_00002495,978,none,1,a beach with a lot of people on it,imagenet natural example # a beach with a lot of people on it
ILSVRC2012_val_00036278,980,none,1,a road with yellow water in the middle of a canyon,imagenet natural example # a road with yellow water in the middle of a canyon
ILSVRC2012_val_00041218,983,none,1,a group of divers swimming in the water,imagenet natural example # a group of divers swimming in the water
ILSVRC2012_val_00028652,984,none,1,a field of yellow flowers with a tree in the distance,imagenet natural example # a field of yellow flowers with a tree in the distance
ILSVRC2012_val_00013146,985,none,1,a group of pink flowers with yellow centers,imagenet natural example # a group of pink flowers with yellow centers
ILSVRC2012_val_00008377,987,none,1,a pile of yellow corn in a bowl,imagenet natural example # a pile of yellow corn in a bowl
ILSVRC2012_val_00016329,989,none,1,a close up of a fruit with water on it,imagenet natural example # a close up of a fruit with water on it
ILSVRC2012_val_00004903,990,none,1,a hand holding a bunch of chestnuts,imagenet natural example # a hand holding a bunch of chestnuts
ILSVRC2012_val_00049195,991,none,1,a close up of a mushroom covered in carrot,imagenet natural example # a close up of a mushroom covered in carrot
ILSVRC2012_val_00005745,992,none,1,three red mushrooms growing in the moss,imagenet natural example # three red mushrooms growing in the moss
ILSVRC2012_val_00024832,993,none,1,a close up of a tree stump with a fungus,imagenet natural example # a close up of a tree stump with a fungus
ILSVRC2012_val_00043080,997,none,1,a mushroom is growing on the ground,imagenet natural example # a mushroom is growing on the ground
ILSVRC2012_val_00010376,998,none,1,a large corn on the side of a truck,imagenet natural example # a large corn on the side of a truck
ILSVRC2012_val_00007556,999,none,1,a pile of toilet paper on the floor of a bathroom,imagenet natural example # a pile of toilet paper on the floor of a bathroom
